"year","state_code","issuer_id","issuer_name","market","source"
2016,"CA",99110,"Health Net Life Insurance Company","Individual","URR"
2017,"CA",99110,"Health Net Life Insurance Company","Small Group","URR"
2017,"CA",99110,"Health Net Life Insurance Company","Individual","URR"
2014,"CA",99483,"Contra Costa Health Plan","Individual","URR"
2014,"CO",11555,"New Health Ventures, Inc.","Individual","URR"
2015,"CO",11555,"New Health Ventures, Inc.","Individual","URR"
2016,"CO",11555,"New Health Ventures, Inc.","Individual","URR"
2014,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Individual","URR"
2014,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Small Group","URR"
2015,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Small Group","URR"
2015,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Individual","URR"
2016,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Small Group","URR"
2016,"CO",20472,"Colorado Health Insurance Cooperative, Inc.","Individual","URR"
2014,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Small Group","URR"
2014,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Individual","URR"
2015,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Small Group","URR"
2015,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Individual","URR"
2016,"CO",21032,"Kaiser Foundation Helath Plan of Colorado","Individual","SBM PUF"
2016,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Individual","URR"
2016,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Small Group","URR"
2017,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Individual","URR"
2017,"CO",21032,"Kaiser Foundation Health Plan of Colorado","Small Group","URR"
2015,"CO",28700,"Freedom Life Insurance Company of America","Individual","URR"
2016,"CO",28700,"Freedom Life Insurance Company of America","Individual","URR"
2017,"CO",28700,"Freedom Life Insurance Company of America","Individual","URR"
2017,"CO",31070,"Bright Health Plan","Individual","URR"
2014,"CO",35944,"Kaiser Permanente Insurance Company","Small Group","URR"
2015,"CO",35944,"Kaiser Permanente Insurance Company","Small Group","URR"
2016,"CO",35944,"Kaiser Permanente Insurance Company","Small Group","URR"
2017,"CO",35944,"Kaiser Permanente Insurance Company","Small Group","URR"
2016,"CO",39041,"Aetna Life Insurance Company","Small Group","URR"
2017,"CO",39041,"Aetna Life Insurance Company","Small Group","URR"
2014,"CO",39060,"Time Insurance Company","Individual","URR"
2015,"CO",39060,"Time Insurance Company","Individual","URR"
2016,"CO",39670,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"CO",39670,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"CO",41341,"Golden Rule Insurance Company","Individual","URR"
2016,"CO",41341,"Golden Rule Insurance Company","Individual","URR"
2017,"CO",41341,"Golden Rule Insurance Company","Individual","URR"
2015,"CO",43105,"National Foundation Life Insurance Company","Individual","URR"
2016,"CO",43105,"National Foundation Life Insurance Company","Individual","URR"
2017,"CO",43105,"National Foundation Life Insurance Company","Individual","URR"
2014,"CO",49375,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"CO",49375,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"CO",49375,"Cigna Health and Life Insurance Company","Individual","SBM PUF"
2016,"CO",49375,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"CO",49375,"Cigna Health and Life Insurance Company","Individual","URR"
2014,"CO",59036,"UnitedHealthcare of Colorado, INC.","Small Group","URR"
2015,"CO",59036,"UnitedHealthcare of Colorado","Small Group","URR"
2016,"CO",59036,"UnitedHealthcare of Colorado  Inc.","Individual","SBM PUF"
2016,"CO",59036,"UnitedHealthcare of Colorado","Small Group","URR"
2016,"CO",59036,"UnitedHealthcare of Colorado, Inc.","Individual","URR"
2017,"CO",59036,"UnitedHealthcare of Colorado","Small Group","URR"
2014,"CO",63312,"Colorado Choice Health Plans","Small Group","URR"
2014,"CO",63312,"Colorado Choice Health Plans","Individual","URR"
2015,"CO",63312,"Colorado Choice Health Plans","Small Group","URR"
2015,"CO",63312,"Colorado Choice Health Plans","Individual","URR"
2016,"CO",63312,"Colorado Choice Health Plans","Individual","SBM PUF"
2016,"CO",63312,"Colorado Choice Health Plans","Small Group","URR"
2016,"CO",63312,"Colorado Choice Health Plans","Individual","URR"
2017,"CO",63312,"Colorado Choice Health Plans","Individual","URR"
2017,"CO",63312,"Colorado Choice Health Plans","Small Group","URR"
2014,"CO",66699,"Denver Health Medical Plan","Individual","URR"
2015,"CO",66699,"Denver Health Medical Plan","Individual","URR"
2016,"CO",66699,"Denver Health Medical Plan  Inc.","Individual","SBM PUF"
2016,"CO",66699,"Denver Health Medical Plan","Individual","URR"
2017,"CO",66699,"Denver Health","Individual","URR"
2014,"CO",67879,"Unitedhealthcare Insurance Company","Small Group","URR"
2015,"CO",67879,"Unitedhealthcare Insurance Company","Small Group","URR"
2016,"CO",67879,"Unitedhealthcare Insurance Company","Small Group","URR"
2017,"CO",67879,"Unitedhealthcare Insurance Company","Small Group","URR"
2014,"CO",74320,"Humana Health Plan, Inc.","Individual","URR"
2014,"CO",74320,"Humana Health Plan","Small Group","URR"
2015,"CO",74320,"Humana Health Plan, Inc.","Individual","URR"
2015,"CO",74320,"Humana Health Plan","Small Group","URR"
2016,"CO",74320,"Humana Health Plan  Inc.","Individual","SBM PUF"
2016,"CO",74320,"Humana Health Plan","Small Group","URR"
2016,"CO",74320,"Humana Health Plan, Inc.","Individual","URR"
2017,"CO",74320,"Humana Health Plan","Small Group","URR"
2014,"CO",75099,"SeeChange Health Insurance Company","Small Group","URR"
2015,"CO",75099,"SeeChange Health Insurance Company","Small Group","URR"
2014,"CO",76680,"HMO Colorado, Inc. ","Small Group","URR"
2014,"CO",76680,"HMO Colorado, Inc. ","Individual","URR"
2015,"CO",76680,"HMO Colorado, Inc.","Individual","URR"
2015,"CO",76680,"HMO Colorado, Inc.","Small Group","URR"
2016,"CO",76680,"HMO Colorado Inc(Anthem BCBS)","Individual","SBM PUF"
2016,"CO",76680,"HMO Colorado, Inc.","Small Group","URR"
2016,"CO",76680,"HMO Colorado, Inc.","Individual","URR"
2017,"CO",76680,"HMO Colorado, Inc.","Small Group","URR"
2017,"CO",76680,"HMO Colorado, Inc.","Individual","URR"
2014,"CO",79509,"Humana Insurance Company","Individual","URR"
2014,"CO",79509,"Humana Insurance Company","Small Group","URR"
2015,"CO",79509,"Humana Insurance Company","Individual","URR"
2015,"CO",79509,"Humana Insurance Company","Small Group","URR"
2016,"CO",79509,"Humana Insurance Company","Small Group","URR"
2016,"CO",79509,"Humana Insurance Company","Individual","URR"
2017,"CO",79509,"Humana Insurance Company","Small Group","URR"
2014,"CO",79632,"Connecticut General Life Insurance Company","Individual","URR"
2014,"CO",80208,"Rocky Mountain Healthcare Options","Small Group","URR"
2015,"CO",80208,"Rocky Mountain Healthcare Options","Small Group","URR"
2016,"CO",80208,"Rocky Mountain HCO","Small Group","URR"
2017,"CO",80208,"Rocky Mountain HCO","Small Group","URR"
2014,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield ","Small Group","URR"
2015,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Small Group","URR"
2015,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Individual","URR"
2016,"CO",87269,"Rocky Mountain Hos&Med Svc(Anthem BCBS)","Individual","SBM PUF"
2016,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Small Group","URR"
2016,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Individual","URR"
2017,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Small Group","URR"
2017,"CO",87269,"Rocky Mountain Hospital And Medical Service, Inc., D.B.A. Anthem Blue Cross And Blue Shield","Individual","URR"
2014,"CO",92137,"All Savers Insurance Company","Individual","URR"
2015,"CO",92137,"All Savers Insurance Company","Individual","URR"
2016,"CO",92137,"All Savers Insurance Company","Individual","SBM PUF"
2016,"CO",92137,"All Savers Insurance Company","Individual","URR"
2015,"CO",92291,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"CO",92291,"UnitedHealthcare Life Insurance Company","Individual","URR"
2014,"CO",97879,"Rocky Mountain HMO","Small Group","URR"
2014,"CO",97879,"Rocky Mountain HMO","Individual","URR"
2015,"CO",97879,"Rocky Mountain HMO","Individual","URR"
2015,"CO",97879,"Rocky Mountain HMO","Small Group","URR"
2016,"CO",97879,"Rocky Mountain HMO","Individual","SBM PUF"
2016,"CO",97879,"Rocky Mountain HMO","Small Group","URR"
2016,"CO",97879,"Rocky Mountain HMO","Individual","URR"
2017,"CO",97879,"Rocky Mountain HMO","Individual","URR"
2017,"CO",97879,"Rocky Mountain HMO","Small Group","URR"
2016,"CT",29462,"Oxford Health Insurance, Inc","Small Group","URR"
2017,"CT",29462,"Oxford Health Insurance, Inc.","Small Group","URR"
2014,"CT",39159,"Aetna Life Insurance Company","Individual","URR"
2015,"CT",39159,"Aetna Life Insurance Company","Small Group","URR"
2015,"CT",39159,"Aetna Life Insurance Company","Individual","URR"
2016,"CT",39159,"Aetna Life Insurance Company","Individual","URR"
2016,"CT",39159,"Aetna Life Insurance Company","Small Group","URR"
2017,"CT",39159,"Aetna Life Insurance Company","Small Group","URR"
2017,"CT",39159,"Aetna Life Insurance Company","Individual","URR"
2014,"CT",40591,"Golden Rule Insurance Company","Individual","URR"
2015,"CT",40591,"Golden Rule Insurance Company","Individual","URR"
2016,"CT",40591,"Golden Rule Insurance Company","Individual","URR"
2017,"CT",40591,"Golden Rule Insurance Company","Individual","URR"
2015,"CT",49650,"UnitedHealthcare Insurance Company","Individual","URR"
2015,"CT",49650,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"CT",49650,"UnitedHealthcare Insurance Company","Individual","SBM PUF"
2016,"CT",49650,"UnitedHealthcare Insurance Company","Individual","URR"
2016,"CT",49650,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"CT",49650,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"CT",71179,"Oxford Health Plans (CT), Inc.","Small Group","URR"
2017,"CT",71179,"Oxford Health Plans (CT), Inc.","Small Group","URR"
2014,"CT",74684,"Celtic Insurance Company","Individual","URR"
2015,"CT",74684,"Celtic Insurance Company","Individual","URR"
2016,"CT",74684,"Celtic Insurance Company","Individual","URR"
2015,"CT",75091,"CCI","Individual","URR"
2015,"CT",75091,"CCI","Small Group","URR"
2016,"CT",75091,"CCI","Small Group","URR"
2016,"CT",75091,"CCI","Individual","URR"
2017,"CT",75091,"ConnectiCare Inc.","Individual","URR"
2017,"CT",75091,"ConnectiCare Inc.","Small Group","URR"
2015,"CT",76962,"Connecticare Benefit Inc.","Individual","URR"
2016,"CT",76962,"ConnectiCare Benefits  Inc.","Individual","SBM PUF"
2016,"CT",76962,"Connecticare Benefit Inc.","Individual","URR"
2017,"CT",76962,"ConnectiCare Benefit Inc.","Individual","URR"
2015,"CT",85732,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"CT",85732,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"CT",86542,"Time Insurance Company","Individual","URR"
2014,"CT",86545,"Anthem Health Plans, Inc.","Small Group","URR"
2014,"CT",86545,"Anthem Health Plans, Inc.","Individual","URR"
2015,"CT",86545,"Anthem Health Plans, Inc.","Small Group","URR"
2015,"CT",86545,"Anthem Health Plans, Inc.","Individual","URR"
2016,"CT",86545,"Anthem Health Plans  Inc.","Individual","SBM PUF"
2016,"CT",86545,"Anthem Health Plans, Inc.","Individual","URR"
2016,"CT",86545,"Anthem Health Plans, Inc.","Small Group","URR"
2017,"CT",86545,"Anthem Health Plans, Inc.","Individual","URR"
2017,"CT",86545,"Anthem Health Plans, Inc.","Small Group","URR"
2014,"CT",87354,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"CT",87354,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"CT",87354,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"CT",87354,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"CT",89130,"Harvard Pilgrim Health Care of Connecticut, Inc.","Small Group","URR"
2017,"CT",89130,"Harvard Pilgrim Health Care of Connecticut, Inc.","Small Group","URR"
2014,"CT",91069,"HealthyCT, Inc.","Small Group","URR"
2014,"CT",91069,"HealthyCT, Inc.","Individual","URR"
2015,"CT",91069,"HealthyCT","Small Group","URR"
2015,"CT",91069,"HealthyCT","Individual","URR"
2016,"CT",91069,"HealthyCT  Inc.","Individual","SBM PUF"
2016,"CT",91069,"HealthyCT","Small Group","URR"
2016,"CT",91069,"HealthyCT","Individual","URR"
2015,"CT",94815,"Connecticare Insurance Company, Inc.","Small Group","URR"
2015,"CT",94815,"CICI","Individual","URR"
2016,"CT",94815,"CICI","Individual","URR"
2016,"CT",94815,"CICI","Small Group","URR"
2017,"CT",94815,"ConnectiCare Insurance Company Inc.","Individual","URR"
2017,"CT",94815,"ConnectiCare Insurance Company Inc.","Small Group","URR"
2016,"CT",95882,"Harvard Pilgrim Health Care of Connecticut, Inc.","Small Group","URR"
2017,"CT",95882,"Harvard Pilgrim Health Care of Connecticut, Inc.","Small Group","URR"
2014,"CT",98047,"CIGNA HealthCare of Connecticut","Individual","URR"
2015,"DC",21066,"UnitedHealthcare of the Mid-Atlantic, Inc.","Small Group","URR"
2016,"DC",21066,"UnitedHealthcare of the Mid-Atlantic, Inc.","Small Group","URR"
2017,"DC",21066,"UnitedHealthcare of the Mid-Atlantic Navigate","Small Group","URR"
2014,"DC",41842,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"DC",41842,"United Healthcare Insurance Company","Small Group","URR"
2016,"DC",41842,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"DC",41842,"UnitedHealthcare Life Insurance Company","Small Group","URR"
2014,"DC",73987,"Aetna Life Insurance Company","Small Group","URR"
2015,"DC",73987,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2016,"DC",73987,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"DC",73987,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"DC",75753,"Optimum Choice, Inc.","Small Group","URR"
2015,"DC",75753,"Optimum Choice, Inc.","Small Group","URR"
2016,"DC",75753,"Optimum Choice, Inc.","Small Group","URR"
2017,"DC",75753,"Optum Choice Inc","Small Group","URR"
2014,"DC",77422,"Aetna Life Insurance Company","Small Group","URR"
2014,"DC",77422,"Aetna Life Insurance Company","Individual","URR"
2015,"DC",77422,"Aetna Life Insurance Company","Small Group","URR"
2015,"DC",77422,"Aetna Life Insurance Company","Individual","URR"
2016,"DC",77422,"Aetna Life Insurance Company","Small Group","URR"
2017,"DC",77422,"Aetna Life Insurance Company","Small Group","URR"
2014,"DC",78079,"Group Hospitalization & Medical Services, Inc","Individual","URR"
2014,"DC",78079,"Group Hospitalization & Medical Services, Inc.","Small Group","URR"
2015,"DC",78079,"GHMSI, Inc.","Individual","URR"
2015,"DC",78079,"Group Hospitalization & Medical Services, Inc.","Small Group","URR"
2016,"DC",78079,"GHMSI, Inc.","Individual","URR"
2016,"DC",78079,"Group Hospitalization & Medical Services, Inc.","Small Group","URR"
2017,"DC",78079,"GHMSI, Inc.","Individual","URR"
2017,"DC",78079,"Group Hospitalization & Medical Services, Inc.","Small Group","URR"
2014,"DC",86052,"BlueChoice, Inc.","Individual","URR"
2014,"DC",86052,"BlueChoice, Inc.","Small Group","URR"
2015,"DC",86052,"BlueChoice, Inc.","Small Group","URR"
2015,"DC",86052,"BlueChoice, Inc.","Individual","URR"
2016,"DC",86052,"CareFirst BlueChoice  Inc.","Individual","SBM PUF"
2016,"DC",86052,"BlueChoice, Inc.","Individual","URR"
2016,"DC",86052,"CareFirst BlueChoice, Inc.","Small Group","URR"
2017,"DC",86052,"BlueChoice, Inc.","Individual","URR"
2017,"DC",86052,"CareFirst BlueChoice, Inc.","Small Group","URR"
2014,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Small Group","URR"
2014,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Individual","URR"
2015,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Individual","URR"
2015,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Small Group","URR"
2016,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Small Group","URR"
2016,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Individual","URR"
2017,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Individual","URR"
2017,"DC",94506,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","Small Group","URR"
